# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.018346539999999995 11841.054160238597 4.355924912115217 1.7784701205379434 0.0 0.03 2.805844445660197 1.00 0.90073 0.85914 0.97964 1.01897
0.01 0.018346539999999998 12400.857263619684 4.352035555266801 1.8926499238139305 0.0 0.03 3.0068295175250164 1.00 0.72045 0.67200 0.81160 0.85421
0.01 0.01834654 13011.92189913576 4.345630805152491 2.0149248726777116 0.0 0.03 3.23932256715294 1.00 0.52744 0.47219 0.63068 0.67659
0.01 0.018346539999999998 13523.764232816393 4.339972496029071 2.113889287540548 0.0 0.03 3.441294717552791 1.00 0.37290 0.31238 0.48567 0.53423
0.01 0.018346539999999998 13906.934850082655 4.3349692380449065 2.1868319030312007 0.0 0.03 3.5980896288276343 1.00 0.25822 0.19390 0.37787 0.42835
0.01 0.018346539999999998 14275.26625606659 4.330085525732383 2.255432146572688 0.0 0.03 3.753293637743922 1.00 0.15111 0.08330 0.27716 0.32934
0.01 0.01834654 14736.546925886883 4.324103657601944 2.3389506205908033 0.0 0.03 3.9509311408620937 1.00 0.02154 -0.05046 0.15533 0.20953
0.01 0.018346539999999998 15174.16010769829 4.31777620943121 2.4170015978067747 0.0 0.03 4.1455655299894385 1.00 -0.10020 -0.17603 0.04075 0.09682
0.01 0.018346539999999998 15533.025603946873 4.3121166119739085 2.48023951619164 0.0 0.03 4.310584302859889 1.00 -0.19909 -0.27795 -0.05237 0.00520
0.01 0.01834654 15889.444212394785 4.3067911898151765 2.541371933284419 0.0 0.03 4.476527361511596 1.00 -0.29443 -0.37623 -0.14211 -0.08307
0.01 0.01834654 16384.344024657563 4.299121955791453 2.6247200189533464 0.0 0.03 4.71335632206856 1.00 -0.42482 -0.51056 -0.26490 -0.20382
0.01 0.018346539999999998 16735.587967105792 4.293136639031836 2.683353242011031 0.0 0.03 4.887975564225191 1.00 -0.51742 -0.60588 -0.35222 -0.28971
0.01 0.018346539999999998 17174.512665684542 4.286186400265489 2.754456961447767 0.0 0.03 5.108642539981996 1.00 -0.62936 -0.72112 -0.45771 -0.39343
0.01 0.018346539999999998 17613.535834646384 4.2797462688643 2.8232602997437612 0.0 0.03 5.331262453481994 1.00 -0.73727 -0.83223 -0.55933 -0.49329
0.01 0.018346539999999998 17920.446222161172 4.274033205419341 2.872230730639532 0.0 0.03 5.496226379307803 1.00 -0.81594 -0.91308 -0.63368 -0.56642
